id,source,chapter,openintro_exercise_no,local_exercise_no,part_no,title,task,context,sub_question,original_text,raw_latex
ch_inference_for_means_54_3,OpenIntro Statistics,ch_inference_for_means,54,8,3,Torque on a rusty bolt,hypothesis_testing,"Project Farm is a YouTube channel that routinely
compares different products.
In one episode, the channel evaluated different
options for loosening rusty
bolts.[source: youtube:torque_on_rusty_bolt]
Eight options were evaluated,
including a control group where no treatment was given
(``none'' in the graph),
to determine which was most effective.
For all treatments, there were four bolts tested,
except for a treatment of heat with a blow torch,
where only two data points were collected.
The results are shown in the figure below:

0.8ch_inference_for_means/figures/eoce/torque_on_rusty_bolt/torque_on_rusty_bolt_dot_plot","The table below are p-values for pairwise $t$-tests
 comparing each of the different groups.
 These p-values have not been corrected for multiple
 comparisons.
 Which pair of groups appears most likely to represent
 a difference?

Table:
| AeroKroil | Heat | Liquid Wrench | none | PB Blaster | Royal Purple | WD-40 | |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Acetone/ATF | 0.2026 | 0.0308 | 0.0476 | 0.1542 | 0.3294 | 0.5222 | 0.3744 |
| AeroKroil | 0.0027 | 0.0025 | 0.8723 | 0.7551 | 0.5143 | 0.6883 | |
| Heat | 0.5580 | 0.0020 | 0.0050 | 0.0096 | 0.0059 | | |
| Liquid Wrench | 0.0017 | 0.0053 | 0.0117 | 0.0065 | | | |
| none | 0.6371 | 0.4180 | 0.5751 | | | | |
| PB Blaster | 0.7318 | 0.9286 | | | | | |
| Royal Purple | 0.8000 | | | | | | |","Torque on a rusty bolt

Project Farm is a YouTube channel that routinely
compares different products.
In one episode, the channel evaluated different
options for loosening rusty
bolts.[source: youtube:torque_on_rusty_bolt]
Eight options were evaluated,
including a control group where no treatment was given
(``none'' in the graph),
to determine which was most effective.
For all treatments, there were four bolts tested,
except for a treatment of heat with a blow torch,
where only two data points were collected.
The results are shown in the figure below:

0.8ch_inference_for_means/figures/eoce/torque_on_rusty_bolt/torque_on_rusty_bolt_dot_plot

The table below are p-values for pairwise $t$-tests
 comparing each of the different groups.
 These p-values have not been corrected for multiple
 comparisons.
 Which pair of groups appears most likely to represent
 a difference?

Table:
| AeroKroil | Heat | Liquid Wrench | none | PB Blaster | Royal Purple | WD-40 | |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Acetone/ATF | 0.2026 | 0.0308 | 0.0476 | 0.1542 | 0.3294 | 0.5222 | 0.3744 |
| AeroKroil | 0.0027 | 0.0025 | 0.8723 | 0.7551 | 0.5143 | 0.6883 | |
| Heat | 0.5580 | 0.0020 | 0.0050 | 0.0096 | 0.0059 | | |
| Liquid Wrench | 0.0017 | 0.0053 | 0.0117 | 0.0065 | | | |
| none | 0.6371 | 0.4180 | 0.5751 | | | | |
| PB Blaster | 0.7318 | 0.9286 | | | | | |
| Royal Purple | 0.8000 | | | | | | |","\qt{Torque on a rusty bolt\label{torque_on_rusty_bolt}}
Project Farm is a YouTube channel that routinely
compares different products.
In one episode, the channel evaluated different
options for loosening rusty
bolts.\footfullcite{youtube:torque_on_rusty_bolt}
Eight options were evaluated,
including a control group where no treatment was given
(``none'' in the graph),
to determine which was most effective.
For all treatments, there were four bolts tested,
except for a treatment of heat with a blow torch,
where only two data points were collected.
The results are shown in the figure below:
\begin{center}
\FigureFullPath[A side-by-side dot plot is shown for ""Torque required to loosen a rusty bolt, in foot-pounds"". There are only 2 to 4 observations per option, which are roughly as follows: Heat (82, 98), WD-40 (106, 118, 129, 131), Royal Purple (108, 114, 122, 132), PB Blaster (110, 124, 127, 128), Liquid Wrench (85, 88, 98, 114), AeroKroil (107, 125, 132, 134), Acetone/ATF (105, 107, 114, 129), and ""none"" (110, 123, 129, 142).)]{0.8}{ch_inference_for_means/figures/eoce/torque_on_rusty_bolt/torque_on_rusty_bolt_dot_plot}
\end{center}
\begin{parts}
\item\label{torque_on_rusty_bolt_appropriate}
    Do you think it is reasonable to apply ANOVA in this case?
\item
    Regardless of your answer in
    part~(\ref{torque_on_rusty_bolt_appropriate}),
    describe hypotheses for ANOVA in this context,
    and use the table below to carry out the test.
    Give your conclusion in the context of the data.
    \begin{center}
    \begin{tabular}{lrrrrr}
    \hline
    & Df & Sum Sq & Mean Sq & F value & Pr($>$F) \\ 
    \hline
    treatment & 7 & 3603.43 & 514.78 & 4.03 & 0.0056 \\ 
    Residuals & 22 & 2812.80 & 127.85 &  &  \\ 
    \hline
    \end{tabular}
    \end{center}
\item\label{torque_on_rusty_bolt_pvalues}
    The table below are p-values for pairwise $t$-tests
    comparing each of the different groups.
    These p-values have not been corrected for multiple
    comparisons.
    Which pair of groups appears most likely to represent
    a difference?
    \begin{center}\footnotesize
    \begin{tabular}{l ccc ccc c}
    \hline
    & AeroKroil & Heat & Liquid Wrench & none &
        PB Blaster & Royal Purple & WD-40 \\ 
    \hline
    Acetone/ATF & 0.2026 & 0.0308 & 0.0476 & 0.1542 &
        0.3294 & 0.5222 & 0.3744 \\ 
    AeroKroil &  & 0.0027 & 0.0025 & 0.8723 & 0.7551 &
        0.5143 & 0.6883 \\ 
    Heat &  &  & 0.5580 & 0.0020 & 0.0050 & 0.0096 &
        0.0059 \\ 
    Liquid Wrench &  &  &  & 0.0017 & 0.0053 &
        0.0117 & 0.0065 \\ 
    none &  &  &  &  & 0.6371 & 0.4180 & 0.5751 \\ 
    PB Blaster &  &  &  &  &  & 0.7318 & 0.9286 \\ 
    Royal Purple &  &  &  &  &  &  & 0.8000 \\
    \hline
    \end{tabular}
    \end{center}
\item
    There are 28 p-values shown in the table in
    part~(\ref{torque_on_rusty_bolt_pvalues}).
    Determine if any of them are statistically
    significant after correcting for multiple
    comparisons.
    If so, which one(s)?
    Explain your answer.
\end{parts}"
ch_inference_for_means_54_4,OpenIntro Statistics,ch_inference_for_means,54,8,4,Torque on a rusty bolt,hypothesis_testing,"Project Farm is a YouTube channel that routinely
compares different products.
In one episode, the channel evaluated different
options for loosening rusty
bolts.[source: youtube:torque_on_rusty_bolt]
Eight options were evaluated,
including a control group where no treatment was given
(``none'' in the graph),
to determine which was most effective.
For all treatments, there were four bolts tested,
except for a treatment of heat with a blow torch,
where only two data points were collected.
The results are shown in the figure below:

0.8ch_inference_for_means/figures/eoce/torque_on_rusty_bolt/torque_on_rusty_bolt_dot_plot","There are 28 p-values shown in the table in
 part~([ref: torque_on_rusty_bolt_pvalues]).
 Determine if any of them are statistically
 significant after correcting for multiple
 comparisons.
 If so, which one(s)?
 Explain your answer.","Torque on a rusty bolt

Project Farm is a YouTube channel that routinely
compares different products.
In one episode, the channel evaluated different
options for loosening rusty
bolts.[source: youtube:torque_on_rusty_bolt]
Eight options were evaluated,
including a control group where no treatment was given
(``none'' in the graph),
to determine which was most effective.
For all treatments, there were four bolts tested,
except for a treatment of heat with a blow torch,
where only two data points were collected.
The results are shown in the figure below:

0.8ch_inference_for_means/figures/eoce/torque_on_rusty_bolt/torque_on_rusty_bolt_dot_plot

There are 28 p-values shown in the table in
 part~([ref: torque_on_rusty_bolt_pvalues]).
 Determine if any of them are statistically
 significant after correcting for multiple
 comparisons.
 If so, which one(s)?
 Explain your answer.","\qt{Torque on a rusty bolt\label{torque_on_rusty_bolt}}
Project Farm is a YouTube channel that routinely
compares different products.
In one episode, the channel evaluated different
options for loosening rusty
bolts.\footfullcite{youtube:torque_on_rusty_bolt}
Eight options were evaluated,
including a control group where no treatment was given
(``none'' in the graph),
to determine which was most effective.
For all treatments, there were four bolts tested,
except for a treatment of heat with a blow torch,
where only two data points were collected.
The results are shown in the figure below:
\begin{center}
\FigureFullPath[A side-by-side dot plot is shown for ""Torque required to loosen a rusty bolt, in foot-pounds"". There are only 2 to 4 observations per option, which are roughly as follows: Heat (82, 98), WD-40 (106, 118, 129, 131), Royal Purple (108, 114, 122, 132), PB Blaster (110, 124, 127, 128), Liquid Wrench (85, 88, 98, 114), AeroKroil (107, 125, 132, 134), Acetone/ATF (105, 107, 114, 129), and ""none"" (110, 123, 129, 142).)]{0.8}{ch_inference_for_means/figures/eoce/torque_on_rusty_bolt/torque_on_rusty_bolt_dot_plot}
\end{center}
\begin{parts}
\item\label{torque_on_rusty_bolt_appropriate}
    Do you think it is reasonable to apply ANOVA in this case?
\item
    Regardless of your answer in
    part~(\ref{torque_on_rusty_bolt_appropriate}),
    describe hypotheses for ANOVA in this context,
    and use the table below to carry out the test.
    Give your conclusion in the context of the data.
    \begin{center}
    \begin{tabular}{lrrrrr}
    \hline
    & Df & Sum Sq & Mean Sq & F value & Pr($>$F) \\ 
    \hline
    treatment & 7 & 3603.43 & 514.78 & 4.03 & 0.0056 \\ 
    Residuals & 22 & 2812.80 & 127.85 &  &  \\ 
    \hline
    \end{tabular}
    \end{center}
\item\label{torque_on_rusty_bolt_pvalues}
    The table below are p-values for pairwise $t$-tests
    comparing each of the different groups.
    These p-values have not been corrected for multiple
    comparisons.
    Which pair of groups appears most likely to represent
    a difference?
    \begin{center}\footnotesize
    \begin{tabular}{l ccc ccc c}
    \hline
    & AeroKroil & Heat & Liquid Wrench & none &
        PB Blaster & Royal Purple & WD-40 \\ 
    \hline
    Acetone/ATF & 0.2026 & 0.0308 & 0.0476 & 0.1542 &
        0.3294 & 0.5222 & 0.3744 \\ 
    AeroKroil &  & 0.0027 & 0.0025 & 0.8723 & 0.7551 &
        0.5143 & 0.6883 \\ 
    Heat &  &  & 0.5580 & 0.0020 & 0.0050 & 0.0096 &
        0.0059 \\ 
    Liquid Wrench &  &  &  & 0.0017 & 0.0053 &
        0.0117 & 0.0065 \\ 
    none &  &  &  &  & 0.6371 & 0.4180 & 0.5751 \\ 
    PB Blaster &  &  &  &  &  & 0.7318 & 0.9286 \\ 
    Royal Purple &  &  &  &  &  &  & 0.8000 \\
    \hline
    \end{tabular}
    \end{center}
\item
    There are 28 p-values shown in the table in
    part~(\ref{torque_on_rusty_bolt_pvalues}).
    Determine if any of them are statistically
    significant after correcting for multiple
    comparisons.
    If so, which one(s)?
    Explain your answer.
\end{parts}"
ch_inference_for_means_55,OpenIntro Statistics,ch_inference_for_means,55,9,,Exclusive relationships,confidence_interval,"A survey conducted 
on a reasonably random sample of 203 undergraduates asked, among many other 
questions, about the number of exclusive relationships these students have been 
in. The histogram below shows the distribution of the data from this sample. 
The sample average is 3.2 with a standard deviation of 1.97.

0.6ch_inference_for_means/figures/eoce/exclusive_relationships/exclusive_relationships_rel_hist

Estimate the average number of exclusive relationships Duke students have been 
in using a 90% confidence interval and interpret this interval in context. 
Check any conditions required for inference, and note any assumptions you must 
make as you proceed with your calculations and conclusions.",,"Exclusive relationships

A survey conducted 
on a reasonably random sample of 203 undergraduates asked, among many other 
questions, about the number of exclusive relationships these students have been 
in. The histogram below shows the distribution of the data from this sample. 
The sample average is 3.2 with a standard deviation of 1.97.

0.6ch_inference_for_means/figures/eoce/exclusive_relationships/exclusive_relationships_rel_hist

Estimate the average number of exclusive relationships Duke students have been 
in using a 90% confidence interval and interpret this interval in context. 
Check any conditions required for inference, and note any assumptions you must 
make as you proceed with your calculations and conclusions.","\qt{Exclusive relationships\label{exclusive_relationships}} A survey conducted 
on a reasonably random sample of 203 undergraduates asked, among many other 
questions, about the number of exclusive relationships these students have been 
in. The histogram below shows the distribution of the data from this sample. 
The sample average is 3.2 with a standard deviation of 1.97.
\begin{center}
\FigureFullPath[A histogram is shown for ""Number of exclusive relationships"". The distribution has a peak between 1 and 2 of about 101, a substantial dip for the 2 to 3 bin at a value of about 2, and the 3 to 4 bin is about 50, 4 to 5 bin a value of about 25, and the data continues to taper off with a maximum value of ""10"" shown.]{0.6}{ch_inference_for_means/figures/eoce/exclusive_relationships/exclusive_relationships_rel_hist}
\end{center}
Estimate the average number of exclusive relationships Duke students have been 
in using a 90\% confidence interval and interpret this interval in context. 
Check any conditions required for inference, and note any assumptions you must 
make as you proceed with your calculations and conclusions."
ch_inference_for_means_56,OpenIntro Statistics,ch_inference_for_means,56,10,,"Age at first marriage, Part I",distribution,"The National Survey of Family Growth conducted by the Centers for Disease 
Control gathers information on family life, marriage and divorce, pregnancy, 
infertility, use of contraception, and men's and women's health. One of the 
variables collected on this survey is the age at first marriage. The histogram 
below shows the distribution of ages at first marriage of 5,534 randomly sampled 
women between 2006 and 2010. The average age at first marriage among these women 
is 23.44 with a standard deviation of 4.72.[source: data:nsfg:2010]

0.6ch_inference_for_means/figures/eoce/age_at_first_marriage_intro/age_at_first_marriage_intro_hist

Estimate the average age at first marriage of women using a 95% confidence 
interval, and interpret this interval in context. Discuss any relevant 
assumptions.",,"Age at first marriage, Part I

The National Survey of Family Growth conducted by the Centers for Disease 
Control gathers information on family life, marriage and divorce, pregnancy, 
infertility, use of contraception, and men's and women's health. One of the 
variables collected on this survey is the age at first marriage. The histogram 
below shows the distribution of ages at first marriage of 5,534 randomly sampled 
women between 2006 and 2010. The average age at first marriage among these women 
is 23.44 with a standard deviation of 4.72.[source: data:nsfg:2010]

0.6ch_inference_for_means/figures/eoce/age_at_first_marriage_intro/age_at_first_marriage_intro_hist

Estimate the average age at first marriage of women using a 95% confidence 
interval, and interpret this interval in context. Discuss any relevant 
assumptions.","\qt{Age at first marriage, Part I\label{age_at_first_marriage_intro}} 
The National Survey of Family Growth conducted by the Centers for Disease 
Control gathers information on family life, marriage and divorce, pregnancy, 
infertility, use of contraception, and men's and women's health. One of the 
variables collected on this survey is the age at first marriage. The histogram 
below shows the distribution of ages at first marriage of 5,534 randomly sampled 
women between 2006 and 2010. The average age at first marriage among these women 
is 23.44 with a standard deviation of 4.72.\footfullcite{data:nsfg:2010}
\begin{center}
\FigureFullPath[A histogram is shown for ""Age at first marriage"". The distribution is right-skewed, centered at about 23, has a standard deviation of about 5. The data smoothly tapers off in each direction but do not extend below about 12 or above 45.]{0.6}{ch_inference_for_means/figures/eoce/age_at_first_marriage_intro/age_at_first_marriage_intro_hist}
\end{center}
Estimate the average age at first marriage of women using a 95\% confidence 
interval, and interpret this interval in context. Discuss any relevant 
assumptions."
ch_inference_for_means_57,OpenIntro Statistics,ch_inference_for_means,57,11,,Online communication,hypothesis_testing,"A study suggests that the 
average college student spends 10 hours per week communicating with others 
online. You believe that this is an underestimate and decide to collect your 
own sample for a hypothesis test. You randomly sample 60 students from your 
dorm and find that on average they spent 13.5 hours a week communicating with 
others online. A friend of yours, who offers to help you with the hypothesis 
test, comes up with the following set of hypotheses. Indicate any errors you see.
align*
H_0 | : x < 10~hours 

H_A | : x > 13.5~hours
align*",,"Online communication

A study suggests that the 
average college student spends 10 hours per week communicating with others 
online. You believe that this is an underestimate and decide to collect your 
own sample for a hypothesis test. You randomly sample 60 students from your 
dorm and find that on average they spent 13.5 hours a week communicating with 
others online. A friend of yours, who offers to help you with the hypothesis 
test, comes up with the following set of hypotheses. Indicate any errors you see.
align*
H_0 | : x < 10~hours 

H_A | : x > 13.5~hours
align*","\qt{Online communication\label{online_communication}} A study suggests that the 
average college student spends 10 hours per week communicating with others 
online. You believe that this is an underestimate and decide to collect your 
own sample for a hypothesis test. You randomly sample 60 students from your 
dorm and find that on average they spent 13.5 hours a week communicating with 
others online. A friend of yours, who offers to help you with the hypothesis 
test, comes up with the following set of hypotheses. Indicate any errors you see.
\begin{align*}
H_0&: \bar{x} < 10~hours \\
H_A&: \bar{x} > 13.5~hours
\end{align*}"
ch_inference_for_means_58,OpenIntro Statistics,ch_inference_for_means,58,12,,"Age at first marriage, Part II",mean_variance,"Exercise~[ref: age_at_first_marriage_intro] presents the results 
of a 2006 - 2010 survey showing that the average age of women at first marriage 
is 23.44.
Suppose a social scientist thinks this value has changed 
since the survey was taken.
Below is how she set up her hypotheses.
Indicate any errors you see.
align*
H_0 | : x 23.44~years~old 

H_A | : x = 23.44~years~old
align*",,"Age at first marriage, Part II

Exercise~[ref: age_at_first_marriage_intro] presents the results 
of a 2006 - 2010 survey showing that the average age of women at first marriage 
is 23.44.
Suppose a social scientist thinks this value has changed 
since the survey was taken.
Below is how she set up her hypotheses.
Indicate any errors you see.
align*
H_0 | : x 23.44~years~old 

H_A | : x = 23.44~years~old
align*","\qt{Age at first marriage, Part II\label{age_at_first_marriage_hyp_errors}} Exercise~\ref{age_at_first_marriage_intro} presents the results 
of a 2006 - 2010 survey showing that the average age of women at first marriage 
is 23.44.
Suppose a social scientist thinks this value has changed 
since the survey was taken.
Below is how she set up her hypotheses.
Indicate any errors you see.
\begin{align*}
H_0&: \bar{x} \neq 23.44~years~old \\
H_A&: \bar{x} = 23.44~years~old
\end{align*}"
ch_inference_for_props_39,OpenIntro Statistics,ch_inference_for_props,39,1,,Active learning,unknown,"A teacher wanting to 
increase the active learning component of her course is concerned about 
student reactions to changes she is planning to make. She conducts a survey 
in her class, asking students whether they believe more active learning in 
the classroom (hands on exercises) instead of traditional lecture will helps 
improve their learning. She does this at the beginning and end of the 
semester and wants to evaluate whether students' opinions have changed over 
the semester. Can she used the methods we learned in this chapter for this 
analysis? Explain your reasoning.",,"Active learning

A teacher wanting to 
increase the active learning component of her course is concerned about 
student reactions to changes she is planning to make. She conducts a survey 
in her class, asking students whether they believe more active learning in 
the classroom (hands on exercises) instead of traditional lecture will helps 
improve their learning. She does this at the beginning and end of the 
semester and wants to evaluate whether students' opinions have changed over 
the semester. Can she used the methods we learned in this chapter for this 
analysis? Explain your reasoning.","\qt{Active learning\label{active_learning_HT_concept}} A teacher wanting to 
increase the active learning component of her course is concerned about 
student reactions to changes she is planning to make. She conducts a survey 
in her class, asking students whether they believe more active learning in 
the classroom (hands on exercises) instead of traditional lecture will helps 
improve their learning. She does this at the beginning and end of the 
semester and wants to evaluate whether students' opinions have changed over 
the semester. Can she used the methods we learned in this chapter for this 
analysis? Explain your reasoning."
ch_inference_for_props_40_1,OpenIntro Statistics,ch_inference_for_props,40,2,1,Website experiment,unknown,"The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:

Table:
| Download | No Download | |
| --- | --- | --- |
| Position 1 | 13.8
| Position 2 | 14.6
| Position 3 | 12.1","Calculate the actual number of site visitors in each
 of the six response categories.","Website experiment

The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:

Table:
| Download | No Download | |
| --- | --- | --- |
| Position 1 | 13.8
| Position 2 | 14.6
| Position 3 | 12.1

Calculate the actual number of site visitors in each
 of the six response categories.","\qt{Website experiment\label{web_ctr_exp_chisq}}
The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:
\begin{center}
\begin{tabular}{r cc}
  \hline
            & Download & No Download \\ 
  \hline
Position 1  & 13.8\%   & 18.3\% \\ 
Position 2  & 14.6\%   & 18.5\% \\ 
Position 3  & 12.1\%   & 22.7\% \\ 
  \hline
\end{tabular}
\end{center}
% x <- matrix(c(97, 102, 85, 128, 130, 159), 3, 2)
\begin{parts}
\item
    Calculate the actual number of site visitors in each
    of the six response categories.
\item
    Each individual in the experiment had an equal chance of
    being in any of the three experiment groups.
    However, we see that there are slightly different
    totals for the groups.
    Is there any evidence that the groups were actually imbalanced?
    Make sure to clearly state hypotheses, check conditions,
    calculate the appropriate test statistic and the p-value,
    and make your conclusion in context of the data.
\item
   Complete an appropriate hypothesis test to check whether
   there is evidence that there is a higher rate of site visitors
   clicking on the textbook link in any of the three groups.
\end{parts}"
ch_inference_for_props_40_2,OpenIntro Statistics,ch_inference_for_props,40,2,2,Website experiment,hypothesis_testing,"The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:

Table:
| Download | No Download | |
| --- | --- | --- |
| Position 1 | 13.8
| Position 2 | 14.6
| Position 3 | 12.1","Each individual in the experiment had an equal chance of
 being in any of the three experiment groups.
 However, we see that there are slightly different
 totals for the groups.
 Is there any evidence that the groups were actually imbalanced?
 Make sure to clearly state hypotheses, check conditions,
 calculate the appropriate test statistic and the p-value,
 and make your conclusion in context of the data.","Website experiment

The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:

Table:
| Download | No Download | |
| --- | --- | --- |
| Position 1 | 13.8
| Position 2 | 14.6
| Position 3 | 12.1

Each individual in the experiment had an equal chance of
 being in any of the three experiment groups.
 However, we see that there are slightly different
 totals for the groups.
 Is there any evidence that the groups were actually imbalanced?
 Make sure to clearly state hypotheses, check conditions,
 calculate the appropriate test statistic and the p-value,
 and make your conclusion in context of the data.","\qt{Website experiment\label{web_ctr_exp_chisq}}
The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:
\begin{center}
\begin{tabular}{r cc}
  \hline
            & Download & No Download \\ 
  \hline
Position 1  & 13.8\%   & 18.3\% \\ 
Position 2  & 14.6\%   & 18.5\% \\ 
Position 3  & 12.1\%   & 22.7\% \\ 
  \hline
\end{tabular}
\end{center}
% x <- matrix(c(97, 102, 85, 128, 130, 159), 3, 2)
\begin{parts}
\item
    Calculate the actual number of site visitors in each
    of the six response categories.
\item
    Each individual in the experiment had an equal chance of
    being in any of the three experiment groups.
    However, we see that there are slightly different
    totals for the groups.
    Is there any evidence that the groups were actually imbalanced?
    Make sure to clearly state hypotheses, check conditions,
    calculate the appropriate test statistic and the p-value,
    and make your conclusion in context of the data.
\item
   Complete an appropriate hypothesis test to check whether
   there is evidence that there is a higher rate of site visitors
   clicking on the textbook link in any of the three groups.
\end{parts}"
ch_inference_for_props_40_3,OpenIntro Statistics,ch_inference_for_props,40,2,3,Website experiment,hypothesis_testing,"The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:

Table:
| Download | No Download | |
| --- | --- | --- |
| Position 1 | 13.8
| Position 2 | 14.6
| Position 3 | 12.1","Complete an appropriate hypothesis test to check whether
 there is evidence that there is a higher rate of site visitors
 clicking on the textbook link in any of the three groups.","Website experiment

The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:

Table:
| Download | No Download | |
| --- | --- | --- |
| Position 1 | 13.8
| Position 2 | 14.6
| Position 3 | 12.1

Complete an appropriate hypothesis test to check whether
 there is evidence that there is a higher rate of site visitors
 clicking on the textbook link in any of the three groups.","\qt{Website experiment\label{web_ctr_exp_chisq}}
The OpenIntro website occasionally experiments with design
and link placement.
We conducted one experiment testing three different placements
of a download link for this textbook on the book's main page
to see which location, if any, led to the most downloads.
The number of site visitors included in the experiment
was~701 and is captured in one of the response combinations
in the following table:
\begin{center}
\begin{tabular}{r cc}
  \hline
            & Download & No Download \\ 
  \hline
Position 1  & 13.8\%   & 18.3\% \\ 
Position 2  & 14.6\%   & 18.5\% \\ 
Position 3  & 12.1\%   & 22.7\% \\ 
  \hline
\end{tabular}
\end{center}
% x <- matrix(c(97, 102, 85, 128, 130, 159), 3, 2)
\begin{parts}
\item
    Calculate the actual number of site visitors in each
    of the six response categories.
\item
    Each individual in the experiment had an equal chance of
    being in any of the three experiment groups.
    However, we see that there are slightly different
    totals for the groups.
    Is there any evidence that the groups were actually imbalanced?
    Make sure to clearly state hypotheses, check conditions,
    calculate the appropriate test statistic and the p-value,
    and make your conclusion in context of the data.
\item
   Complete an appropriate hypothesis test to check whether
   there is evidence that there is a higher rate of site visitors
   clicking on the textbook link in any of the three groups.
\end{parts}"
ch_inference_for_props_41_1,OpenIntro Statistics,ch_inference_for_props,41,3,1,Shipping holiday gifts,distribution,"A 
local news survey asked 500 randomly sampled Los Angeles residents 
which shipping carrier they prefer to use for shipping holiday gifts. 
The table below shows the distribution of responses by age group as 
well as the expected counts for each cell (shown in parentheses).

Table:
| 6c|Age | | | | | | | | |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 18-34 | 35-54 | 55+ | Total | | | | | |
| 5*Shipping Method | USPS | 72 | 81 | 97 | 102 | 76 | 62 | 245 |
| UPS | 52 | 53 | 76 | 68 | 34 | 41 | 162 | |
| FedEx | 31 | 21 | 24 | 27 | 9 | 16 | 64 | |
| Something else | 7 | 5 | 6 | 7 | 3 | 4 | 16 | |
| Not sure | 3 | 5 | 6 | 5 | 4 | 3 | 13 | |
| Total | 165 | 209 | 126 | 500 | | | | |","State the null and alternative hypotheses for testing for independence 
of age and preferred shipping method for holiday gifts among Los Angeles residents.","Shipping holiday gifts

A 
local news survey asked 500 randomly sampled Los Angeles residents 
which shipping carrier they prefer to use for shipping holiday gifts. 
The table below shows the distribution of responses by age group as 
well as the expected counts for each cell (shown in parentheses).

Table:
| 6c|Age | | | | | | | | |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 18-34 | 35-54 | 55+ | Total | | | | | |
| 5*Shipping Method | USPS | 72 | 81 | 97 | 102 | 76 | 62 | 245 |
| UPS | 52 | 53 | 76 | 68 | 34 | 41 | 162 | |
| FedEx | 31 | 21 | 24 | 27 | 9 | 16 | 64 | |
| Something else | 7 | 5 | 6 | 7 | 3 | 4 | 16 | |
| Not sure | 3 | 5 | 6 | 5 | 4 | 3 | 13 | |
| Total | 165 | 209 | 126 | 500 | | | | |

State the null and alternative hypotheses for testing for independence 
of age and preferred shipping method for holiday gifts among Los Angeles residents.","\qt{Shipping holiday gifts\label{ship_gifts_chisq_indep_conditions}} A 
local news survey asked 500 randomly sampled Los Angeles residents 
which shipping carrier they prefer to use for shipping holiday gifts. 
The table below shows the distribution of responses by age group as 
well as the expected counts for each cell (shown in parentheses).
\begin{center}
\begin{tabular}{l l | c c | c c | c c | c }
		&		& \multicolumn{6}{c|}{\textit{Age}}	&		\\
\cline{3-8}
		&		& \multicolumn{2}{c|}{18-34}		& \multicolumn{2}{c|}{35-54}	& \multicolumn{2}{c|}{55+}	& Total	\\
\cline{2-9}
\multirow{5}{*}{\textit{Shipping Method}}	& USPS		& 72	& \ec{81}	& 97	& \ec{102}	& 76 	& \ec{62}		& 245 \\
		& UPS		& 52	& \ec{53}	& 76	& \ec{68}	& 34	& \ec{41}		& 162 \\
		& FedEx		& 31	& \ec{21}	& 24	& \ec{27}	& 9	& \ec{16}		& 64 \\
		& Something else	& 7 & \ec{5}	& 6	& \ec{7}	& 3	& \ec{4}		& 16 \\
		& Not sure	& 3	& \ec{5}	& 6	& \ec{5}	& 4	& \ec{3}		& 13 \\
\cline{2-9}
		& Total		& \multicolumn{2}{c|}{165}		& \multicolumn{2}{c|}{209}		& \multicolumn{2}{c|}{126}		& 500
\end{tabular}
\end{center} 
\begin{parts}
\item State the null and alternative hypotheses for testing for independence 
of age and preferred shipping method for holiday gifts among Los Angeles residents.
\item Are the conditions for inference using a chi-square test satisfied?
\end{parts}"
