No,Knowledge Area,Scenario,Difficulty,Question Type,Source ID,original_text,raw_latex,Adapted Question,Options,Correct Answer,Solution / Key Steps,prompt_direct,cot_reasoning_scaffold,prompt_cot,student_tutor_strategy,tutor_model,tutor_max_turns,,,,,,,,,
22,Probability,General Everyday,Hard,Short Answer,ch_distributions_48_3,"Multiple choice quiz

In a multiple choice quiz there are 
5 questions and 4 choices for each question (a, b, c, d). Robin has not 
studied for the quiz at all, and decides to randomly guess the answers. What 
is the probability that

she gets the majority of the questions right?","\qt{Multiple choice quiz\label{mc_quiz}} In a multiple choice quiz there are 
5 questions and 4 choices for each question (a, b, c, d). Robin has not 
studied for the quiz at all, and decides to randomly guess the answers. What 
is the probability that
\begin{parts}
\item the first question she gets right is the $3^{rd}$ question?
\item she gets exactly 3 or exactly 4 questions right?
\item she gets the majority of the questions right?
\end{parts}",A 6-question multiple-choice quiz has 5 options per question. A student guesses every answer. What is the probability of getting at least 3 correct?,,0.0989,"Let X~Binomial(6,0.2). P(X≥3)=Σ from k=3 to 6 of C(6,k)(0.2)^k(0.8)^(6-k)=0.0989.","A 6-question multiple-choice quiz has 5 options per question. A student guesses every answer. What is the probability of getting at least 3 correct?

","1. Model the number of correct answers when all six questions are guessed and identify the model parameters.
2. Express “at least 3 correct” as an event involving the random variable.
3. Choose an efficient way to sum the relevant probabilities.
4. Apply the appropriate probability-mass formula and calculate the result.
5. Interpret the probability.","A 6-question multiple-choice quiz has 5 options per question. A student guesses every answer. What is the probability of getting at least 3 correct?

Follow the reasoning stages below:

1. Model the number of correct answers when all six questions are guessed and identify the model parameters.
2. Express “at least 3 correct” as an event involving the random variable.
3. Choose an efficient way to sum the relevant probabilities.
4. Apply the appropriate probability-mass formula and calculate the result.
5. Interpret the probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
23,Probability,General Everyday,Hard,Short Answer,ch_probability_39,"Grade distributions

Each row in the table below is 
a proposed grade distribution for a class. Identify each as a valid or invalid 
probability distribution, and explain your reasoning.

Table:
| 5cGrades | | | | | |
| --- | --- | --- | --- | --- | --- |
| A | B | C | D | F | |
| (a) | 0.3 | 0.3 | 0.3 | 0.2 | 0.1 |
| (b) | 0 | 0 | 1 | 0 | 0 |
| (c) | 0.3 | 0.3 | 0.3 | 0 | 0 |
| (d) | 0.3 | 0.5 | 0.2 | 0.1 | -0.1 |
| (e) | 0.2 | 0.4 | 0.2 | 0.1 | 0.1 |
| (f) | 0 | -0.1 | 1.1 | 0 | 0 |","\qt{Grade distributions\label{grade_dists}} Each row in the table below is 
a proposed grade distribution for a class. Identify each as a valid or invalid 
probability distribution, and explain your reasoning.
\begin{center}
\begin{tabular}{l  ccccc} 
    & \multicolumn{5}{c}{\textit{Grades}} \\
\cline{2-6}
    & A     & B     & C     & D     & F  \\
\cline{2-6}
(a) & 0.3   & 0.3   & 0.3   & 0.2   & 0.1\\
(b) & 0     & 0     & 1     & 0     & 0 \\
(c) & 0.3   & 0.3   & 0.3   & 0     & 0 \\
(d) & 0.3   & 0.5   & 0.2   & 0.1   & -0.1 \\
(e) & 0.2   & 0.4   & 0.2   & 0.1   & 0.1 \\
(f) & 0     & -0.1  & 1.1   & 0     & 0 \\
\end{tabular}
\end{center}","In a class, 30% of students receive an A, 45% receive a B, and 25% receive a C. Two students are selected independently. What is the probability that they receive different grades?",,0.645,P(same)=0.30²+0.45²+0.25²=0.355. Therefore P(different)=1-0.355=0.6450.,"In a class, 30% of students receive an A, 45% receive a B, and 25% receive a C. Two students are selected independently. What is the probability that they receive different grades?

","1. Identify the probabilities of the three possible grades for each independently selected student.
2. Express the event that the two students receive different grades, directly or through the complement that they receive the same grade.
3. Calculate the relevant joint probabilities using independence.
4. Combine the mutually exclusive cases correctly.
5. State the final probability.","In a class, 30% of students receive an A, 45% receive a B, and 25% receive a C. Two students are selected independently. What is the probability that they receive different grades?

Follow the reasoning stages below:

1. Identify the probabilities of the three possible grades for each independently selected student.
2. Express the event that the two students receive different grades, directly or through the complement that they receive the same grade.
3. Calculate the relevant joint probabilities using independence.
4. Combine the mutually exclusive cases correctly.
5. State the final probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
24,Probability,General Everyday,Hard,Short Answer,ch_probability_42,"Twins

About 30% of human twins are identical, and 
the rest are fraternal. Identical twins are necessarily the same sex -- half are 
males and the other half are females. One-quarter of fraternal twins are both 
male, one-quarter both female, and one-half are mixes: one male, one female. You 
have just become a parent of twins and are told they are both girls. Given this 
information, what is the probability that they are identical?","\qt{Twins\label{tree_twins}} About 30\% of human twins are identical, and 
the rest are fraternal. Identical twins are necessarily the same sex -- half are 
males and the other half are females. One-quarter of fraternal twins are both 
male, one-quarter both female, and one-half are mixes: one male, one female. You 
have just become a parent of twins and are told they are both girls. Given this 
information, what is the probability that they are identical?","A family has three children. Assume boys and girls are equally likely and independent. Given that at least one child is a girl, what is the probability that all three children are girls?",,1/7 ≈ 0.1429,"There are 8 equally likely gender sequences. Conditioning on at least one girl removes BBB, leaving 7 sequences. Only GGG has all three girls, so the probability is 1/7.","A family has three children. Assume boys and girls are equally likely and independent. Given that at least one child is a girl, what is the probability that all three children are girls?

","1. Define the event that all three children are girls and the conditioning event that at least one child is a girl.
2. Express the question as a conditional probability.
3. Enumerate or calculate the equally likely gender outcomes under the independence and equal-probability assumptions.
4. Restrict attention to outcomes satisfying the conditioning event and calculate the required conditional probability.
5. Interpret the result.","A family has three children. Assume boys and girls are equally likely and independent. Given that at least one child is a girl, what is the probability that all three children are girls?

Follow the reasoning stages below:

1. Define the event that all three children are girls and the conditioning event that at least one child is a girl.
2. Express the question as a conditional probability.
3. Enumerate or calculate the equally likely gender outcomes under the independence and equal-probability assumptions.
4. Restrict attention to outcomes satisfying the conditioning event and calculate the required conditional probability.
5. Interpret the result.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
25,Probability,General Everyday,Hard,Short Answer,ch_distributions_48_2,"Multiple choice quiz

In a multiple choice quiz there are 
5 questions and 4 choices for each question (a, b, c, d). Robin has not 
studied for the quiz at all, and decides to randomly guess the answers. What 
is the probability that

she gets exactly 3 or exactly 4 questions right?","\qt{Multiple choice quiz\label{mc_quiz}} In a multiple choice quiz there are 
5 questions and 4 choices for each question (a, b, c, d). Robin has not 
studied for the quiz at all, and decides to randomly guess the answers. What 
is the probability that
\begin{parts}
\item the first question she gets right is the $3^{rd}$ question?
\item she gets exactly 3 or exactly 4 questions right?
\item she gets the majority of the questions right?
\end{parts}","A player rolls a fair die until the first six appears. What is the probability that the first six appears on the fifth roll, and what is the expected waiting time?",,P = 0.0804; expected time = 6 rolls,"For a geometric distribution with p=1/6, P(X=5)=(5/6)^4(1/6)=0.0804. The expected waiting time is 1/p=6 rolls.","A player rolls a fair die until the first six appears. What is the probability that the first six appears on the fifth roll, and what is the expected waiting time?

","1. Recognize the waiting-time model for the roll on which the first six appears.
2. Identify the success probability and the sequence required for the first success to occur on roll five.
3. Calculate the probability of that waiting-time event.
4. Use the appropriate waiting-time expectation formula to find the expected number of rolls until the first six.
5. Report both requested results.","A player rolls a fair die until the first six appears. What is the probability that the first six appears on the fifth roll, and what is the expected waiting time?

Follow the reasoning stages below:

1. Recognize the waiting-time model for the roll on which the first six appears.
2. Identify the success probability and the sequence required for the first success to occur on roll five.
3. Calculate the probability of that waiting-time event.
4. Use the appropriate waiting-time expectation formula to find the expected number of rolls until the first six.
5. Report both requested results.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
26,Probability,Education,Medium,Single Choice,ch_distributions_40,"SAT scores

SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~[ref: conditionalProbabilitySection]
on conditional probability
would be useful for this question.)","\qt{SAT scores\label{sat_scores}}
SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~\ref{conditionalProbabilitySection}
on conditional probability
would be useful for this question.)","Entrance test scores are approximately N(1150, 120²). Given that a student scored above 1100, what is the probability that the student scored above 1300?","A. 0.1593
B. 0.1056
C. 0.8944
D. 0.4013",A. 0.1593,"Since X>1300 implies X>1100, P(X>1300 | X>1100)=P(X>1300)/P(X>1100). For 1300, z=1.25, so P(X>1300)=1-0.8944=0.1056. For 1100, z=-0.4167, rounded to -0.42. The supplied Z-table gives Phi(-0.42)=1-0.6628=0.3372, so P(X>1100)=1-0.3372=0.6628. Therefore, 0.1056/0.6628≈0.1593.","Entrance test scores are approximately N(1150, 120²). Given that a student scored above 1100, what is the probability that the student scored above 1300?

Options:
A. 0.1593
B. 0.1056
C. 0.8944
D. 0.4013","1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.","Entrance test scores are approximately N(1150, 120²). Given that a student scored above 1100, what is the probability that the student scored above 1300?

Options:
A. 0.1593
B. 0.1056
C. 0.8944
D. 0.4013

Follow the reasoning stages below:

1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
27,Probability,Education,Medium,Single Choice,ch_distributions_40,"SAT scores

SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~[ref: conditionalProbabilitySection]
on conditional probability
would be useful for this question.)","\qt{SAT scores\label{sat_scores}}
SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~\ref{conditionalProbabilitySection}
on conditional probability
would be useful for this question.)","Entrance test scores are approximately N(78, 8²). Given that a student scored above 70, what is the probability that the student scored above 85?","A. 0.1870
B. 0.2251
C. 0.8120
D. 0.0918",B. 0.2251,"Since X>85 implies X>70, P(X>85 | X>70)=P(X>85)/P(X>70). For 85, z=(85-78)/8=0.875, rounded to 0.88. The supplied Z-table gives P(X>85)=1-0.8106=0.1894. For 70, z=-1.00, so P(X>70)=1-0.1587=0.8413. Therefore, 0.1894/0.8413≈0.2251.","Entrance test scores are approximately N(78, 8²). Given that a student scored above 70, what is the probability that the student scored above 85?

Options:
A. 0.1870
B. 0.2251
C. 0.8120
D. 0.0918","1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.","Entrance test scores are approximately N(78, 8²). Given that a student scored above 70, what is the probability that the student scored above 85?

Options:
A. 0.1870
B. 0.2251
C. 0.8120
D. 0.0918

Follow the reasoning stages below:

1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
28,Probability,Education,Medium,Single Choice,ch_distributions_40,"SAT scores

SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~[ref: conditionalProbabilitySection]
on conditional probability
would be useful for this question.)","\qt{SAT scores\label{sat_scores}}
SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~\ref{conditionalProbabilitySection}
on conditional probability
would be useful for this question.)","Entrance test scores are approximately N(500, 100²). Given that a student scored above 450, what is the probability that the student scored above 650?","A. 0.0668
B. 0.1587
C. 0.0966
D. 0.3085",C. 0.0966,"Since X>650 implies X>450, P(X>650 | X>450)=P(X>650)/P(X>450). For 650, z=1.50, so P(X>650)=1-0.9332=0.0668. For 450, z=-0.50, so P(X>450)=1-0.3085=0.6915. Therefore, 0.0668/0.6915≈0.0966.","Entrance test scores are approximately N(500, 100²). Given that a student scored above 450, what is the probability that the student scored above 650?

Options:
A. 0.0668
B. 0.1587
C. 0.0966
D. 0.3085","1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.","Entrance test scores are approximately N(500, 100²). Given that a student scored above 450, what is the probability that the student scored above 650?

Options:
A. 0.0668
B. 0.1587
C. 0.0966
D. 0.3085

Follow the reasoning stages below:

1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
29,Probability,Education,Medium,Single Choice,ch_distributions_40,"SAT scores

SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~[ref: conditionalProbabilitySection]
on conditional probability
would be useful for this question.)","\qt{SAT scores\label{sat_scores}}
SAT scores (out of 1600) are distributed 
normally with a mean of 1100 and a standard deviation of 200.
Suppose a school council awards a certificate of excellence
to all students who score at least 1350 on the SAT,
and suppose we pick one of the recognized students at random.
What is the probability this student's score will be
at least 1500?
(The material covered in
Section~\ref{conditionalProbabilitySection}
on conditional probability
would be useful for this question.)","Entrance test scores are approximately N(24, 4²). Given that a student scored above 20, what is the probability that the student scored above 28?","A. 0.1587
B. 0.3413
C. 0.6826
D. 0.1886",D. 0.1886,"Since X>28 implies X>20, P(X>28 | X>20)=P(X>28)/P(X>20). For 28, z=1.00, so P(X>28)=1-0.8413=0.1587. For 20, z=-1.00, so P(X>20)=1-0.1587=0.8413. Therefore, 0.1587/0.8413≈0.1886.","Entrance test scores are approximately N(24, 4²). Given that a student scored above 20, what is the probability that the student scored above 28?

Options:
A. 0.1587
B. 0.3413
C. 0.6826
D. 0.1886","1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.","Entrance test scores are approximately N(24, 4²). Given that a student scored above 20, what is the probability that the student scored above 28?

Options:
A. 0.1587
B. 0.3413
C. 0.6826
D. 0.1886

Follow the reasoning stages below:

1. Identify the conditioning event and the higher-score event whose conditional probability is required.
2. Express the question using conditional-probability notation and note the relationship between the two events.
3. Standardize the relevant score thresholds using z-scores rounded to two decimal places.
4. Evaluate the required normal probabilities and combine them using the conditional-probability formula.
5. Interpret the resulting conditional probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
30,Probability,Marketing,Medium,Calculation,ch_distributions_42,"Survey response rate

Pew Research reported 
that the typical response rate to their surveys is only 9%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? [source: surveysPew]","\qt{Survey response rate\label{survey_response_rate}} Pew Research reported 
that the typical response rate to their surveys is only 9\%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? \footfullcite{surveysPew}","A marketing email campaign has an estimated click-through rate of 12%. If 50 customers receive the email, what is the expected number of clicks and the standard deviation?",,Mean = 6.00; SD ≈ 2.30,"Let X~Binomial(50,0.12). Mean=np=6.00. SD=sqrt(np(1-p))=sqrt(50×0.12×0.88)≈2.30.","A marketing email campaign has an estimated click-through rate of 12%. If 50 customers receive the email, what is the expected number of clicks and the standard deviation?

","1. Model the number of clicks among the 50 customers using an appropriate count distribution.
2. Identify the distribution parameters from the number of customers and click-through probability.
3. Calculate the expected number of clicks using the distribution’s mean.
4. Calculate the standard deviation using the distribution’s variance or standard-deviation formula.
5. Report and interpret both quantities.","A marketing email campaign has an estimated click-through rate of 12%. If 50 customers receive the email, what is the expected number of clicks and the standard deviation?

Follow the reasoning stages below:

1. Model the number of clicks among the 50 customers using an appropriate count distribution.
2. Identify the distribution parameters from the number of customers and click-through probability.
3. Calculate the expected number of clicks using the distribution’s mean.
4. Calculate the standard deviation using the distribution’s variance or standard-deviation formula.
5. Report and interpret both quantities.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
31,Probability,Marketing,Medium,Calculation,ch_distributions_42,"Survey response rate

Pew Research reported 
that the typical response rate to their surveys is only 9%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? [source: surveysPew]","\qt{Survey response rate\label{survey_response_rate}} Pew Research reported 
that the typical response rate to their surveys is only 9\%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? \footfullcite{surveysPew}",A store sends a coupon to 12 customers. Each customer independently redeems it with probability 0.18. What is the probability that exactly 4 customers redeem it? Round your answer to four decimal places.,,0.1062,"Let X~Binomial(12,0.18). Using the binomial formula, P(X=4)=C(12,4)(0.18)^4(0.82)^8≈0.1062.","A store sends a coupon to 12 customers. Each customer independently redeems it with probability 0.18. What is the probability that exactly 4 customers redeem it? Round your answer to four decimal places.
","1. Model the number of customers who redeem the coupon among the 12 contacted customers and identify the model parameters.
2. Express “exactly 4 customers redeem it” as an event involving the random variable.
3. Write the appropriate probability-mass formula for that exact count.
4. Substitute the parameters and calculate the probability.
5. Interpret the result.","A store sends a coupon to 12 customers. Each customer independently redeems it with probability 0.18. What is the probability that exactly 4 customers redeem it? Round your answer to four decimal places.

Follow the reasoning stages below:

1. Model the number of customers who redeem the coupon among the 12 contacted customers and identify the model parameters.
2. Express “exactly 4 customers redeem it” as an event involving the random variable.
3. Write the appropriate probability-mass formula for that exact count.
4. Substitute the parameters and calculate the probability.
5. Interpret the result.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
32,Probability,Marketing,Medium,Calculation,ch_distributions_41_1,"Married women

The American Community Survey 
estimates that 47.1% of women ages 15 years and over are married.
[source: marWomenACS]

We randomly select three women between these ages. What is the 
probability that the third woman selected is the only one who is married?","\qt{Married women} \label{married_women} The American Community Survey 
estimates that 47.1\% of women ages 15 years and over are married.
\footfullcite{marWomenACS}
\begin{parts}
\item We randomly select three women between these ages. What is the 
probability that the third woman selected is the only one who is married?
\item What is the probability that all three randomly selected women are 
married?
\item On average, how many women would you expect to sample before selecting 
a married woman? What is the standard deviation?
\item If the proportion of married women was actually 30\%, how many women 
would you expect to sample before selecting a married woman? What is the 
standard deviation?
\item Based on your answers to parts (c) and (d), how does decreasing the 
probability of an event affect the mean and standard deviation of the wait 
time until success?
\end{parts}",A customer has a 35% chance of buying after seeing an advert. Three customers see the advert. What is the probability that only the second customer buys?,,0.1479,"The pattern is no-buy, buy, no-buy: 0.65×0.35×0.65=0.1479.","A customer has a 35% chance of buying after seeing an advert. Three customers see the advert. What is the probability that only the second customer buys?

","1. Translate “only the second customer buys” into the required sequence of buying and not buying.
2. Identify the purchase probability and its complement.
3. Assuming independent customers, multiply the probabilities for the required sequence.
4. Calculate the resulting probability.
5. Interpret the result.","A customer has a 35% chance of buying after seeing an advert. Three customers see the advert. What is the probability that only the second customer buys?

Follow the reasoning stages below:

1. Translate “only the second customer buys” into the required sequence of buying and not buying.
2. Identify the purchase probability and its complement.
3. Assuming independent customers, multiply the probabilities for the required sequence.
4. Calculate the resulting probability.
5. Interpret the result.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
33,Probability,Marketing,Medium,Calculation,ch_probability_44_1,"Scooping ice cream

Ice cream usually comes in 1.5 
quart boxes (48 fluid ounces), and ice cream scoops hold about 2 ounces. 
However, there is some variability in the amount of ice cream in a box as well as 
the amount of ice cream scooped out. We represent the amount of ice cream in the 
box as $X$ and the amount scooped out as $Y$. Suppose these random variables have 
the following means, standard deviations, and variances:

Table:
| mean | SD | variance | |
| --- | --- | --- | --- |
| $X$ | 48 | 1 | 1 |
| $Y$ | 2 | 0.25 | 0.0625 |

An entire box of ice cream, plus 3 scoops from a second box is served at a 
party. How much ice cream do you expect to have been served at this party? What 
is the standard deviation of the amount of ice cream served?","\qt{Scooping ice cream\label{scoop_ice_cream}} Ice cream usually comes in 1.5 
quart boxes (48 fluid ounces), and ice cream scoops hold about 2 ounces. 
However, there is some variability in the amount of ice cream in a box as well as 
the amount of ice cream scooped out. We represent the amount of ice cream in the 
box as $X$ and the amount scooped out as $Y$. Suppose these random variables have 
the following means, standard deviations, and variances:
\begin{center}
\begin{tabular}{l ccc}
\hline
    & mean & SD & variance \\
\hline
$X$ & 48       & 1      & 1     \\
$Y$ & 2    & 0.25   & 0.0625    \\
\hline
\end{tabular}
\end{center}
\begin{parts}
\item An entire box of ice cream, plus 3 scoops from a second box is served at a 
party. How much ice cream do you expect to have been served at this party? What 
is the standard deviation of the amount of ice cream served?
\item How much ice cream would you expect to be left in the box after scooping 
out one scoop of ice cream? That is, find the expected value of $X-Y$. What is 
the standard deviation of the amount left in the box?
\item Using the context of this exercise, explain why we add variances when we 
subtract one random variable from another.
\end{parts}","A website shows one of four ad designs at random with probabilities 0.40, 0.25, 0.20, and 0.15. What is the probability that a visitor sees either design A or design D?",,0.55,"The events are mutually exclusive, so add the probabilities: 0.40+0.15=0.55.","A website shows one of four ad designs at random with probabilities 0.40, 0.25, 0.20, and 0.15. What is the probability that a visitor sees either design A or design D?

","1. Identify the events corresponding to seeing design A and seeing design D.
2. Determine whether these two events can occur simultaneously for a single visitor.
3. Apply the appropriate addition rule for the union of the two events.
4. Calculate the probability.
5. Interpret the result.","A website shows one of four ad designs at random with probabilities 0.40, 0.25, 0.20, and 0.15. What is the probability that a visitor sees either design A or design D?

Follow the reasoning stages below:

1. Identify the events corresponding to seeing design A and seeing design D.
2. Determine whether these two events can occur simultaneously for a single visitor.
3. Apply the appropriate addition rule for the union of the two events.
4. Calculate the probability.
5. Interpret the result.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
34,Probability,Marketing,Medium,Calculation,ch_distributions_45_1,"Buying books on Ebay

Suppose you're considering buying your expensive chemistry
textbook on Ebay.
Looking at past auctions suggests that the 
prices of this textbook follow an approximately normal
distribution with mean $89 and standard deviation $15.

What is the probability that a randomly selected auction for this book 
closes at more than $100?","\qt{Buying books on Ebay\label{buy_boooks_ebay}}
Suppose you're considering buying your expensive chemistry
textbook on Ebay.
Looking at past auctions suggests that the 
prices of this textbook follow an approximately normal
distribution with mean \$89 and standard deviation \$15.
\begin{parts}

\item What is the probability that a randomly selected auction for this book 
closes at more than \$100?

\item Ebay allows you to set your maximum bid price so that if someone 
outbids you on an auction you can automatically outbid them, up to the 
maximum bid price you set. If you are only bidding on one auction, what are 
the advantages and disadvantages of setting a bid price too high or too low? 
What if you are bidding on multiple auctions?

\item If you watched 10 auctions, roughly what percentile might you use for a 
maximum bid cutoff to be somewhat sure that you will win one of these ten 
auctions? Is it possible to find a cutoff point that will ensure that you win 
an auction?

\item If you are willing to track up to ten auctions closely, about what 
price might you use as your maximum bid price if you want to be somewhat sure 
that you will buy one of these ten books?

\end{parts}",Daily revenue from a small online shop is approximately normal with mean £520 and standard deviation £90. What is the probability that revenue exceeds £650 on a randomly selected day?,,0.0749,"Compute z=(650-520)/90=1.4444, then round to z=1.44 for table lookup. From the supplied Z-table, Phi(1.44)=0.9251. Therefore, P(X>650)=1-0.9251=0.0749.","Daily revenue from a small online shop is approximately normal with mean £520 and standard deviation £90. What is the probability that revenue exceeds £650 on a randomly selected day?

","1. Identify the normal-distribution parameters and the target event.
2. Standardize the target revenue using a z-score, rounded to two decimal places.
3. Translate the original event into the corresponding standard-normal upper-tail probability.
4. Evaluate the probability.
5. State the result in the context of daily revenue.","Daily revenue from a small online shop is approximately normal with mean £520 and standard deviation £90. What is the probability that revenue exceeds £650 on a randomly selected day?

Follow the reasoning stages below:

1. Identify the normal-distribution parameters and the target event.
2. Standardize the target revenue using a z-score, rounded to two decimal places.
3. Translate the original event into the corresponding standard-normal upper-tail probability.
4. Evaluate the probability.
5. State the result in the context of daily revenue.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
35,Probability,Marketing,Medium,Calculation,ch_distributions_42,"Survey response rate

Pew Research reported 
that the typical response rate to their surveys is only 9%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? [source: surveysPew]","\qt{Survey response rate\label{survey_response_rate}} Pew Research reported 
that the typical response rate to their surveys is only 9\%. If for a 
particular survey 15,000 households are contacted, what is the probability 
that at least 1,500 will agree to respond? \footfullcite{surveysPew}","A brand survey expects a 22% response rate. How many responses should be expected from 300 invitations, and what is the probability of receiving no responses in the first 5 invitations?",,Expected responses = 66; P(no response in first 5) ≈ 0.2887,"Expected responses=np=300×0.22=66. For the first 5 invitations, P(no response)=0.78^5≈0.2887.","A brand survey expects a 22% response rate. How many responses should be expected from 300 invitations, and what is the probability of receiving no responses in the first 5 invitations?

","1. Use the response rate and number of invitations to calculate the expected number of responses.
2. For the first five invitations, identify the probability of no response to a single invitation.
3. Under the independence assumption, express the probability that none of the first five invitations produces a response.
4. Calculate that probability.
5. Report both the expected count and the no-response probability.","A brand survey expects a 22% response rate. How many responses should be expected from 300 invitations, and what is the probability of receiving no responses in the first 5 invitations?

Follow the reasoning stages below:

1. Use the response rate and number of invitations to calculate the expected number of responses.
2. For the first five invitations, identify the probability of no response to a single invitation.
3. Under the independence assumption, express the probability that none of the first five invitations produces a response.
4. Calculate that probability.
5. Report both the expected count and the no-response probability.

Show all necessary calculations and then provide the final answer.",Adaptive Multi-Agent Student–Tutor,qwen-plus,3,,,,,,,,,
